S_No,REGION,COUNTY,SUB_COUNTY,UIC,KNEC,SCHOOL_NAME,CLUSTER,TYPE,DISABILITY_TYPE,ACCOMMODATION_TYPE,GENDER
3003,COAST,KILIFI,MAGARINI,LVT5,4119107,MAJENJENI SEC,C4,PUBLIC,NONE,DAY,MIXED
3004,COAST,KILIFI,MAGARINI,Z9GP,4119116,MAPIMO BOYS,C4,PUBLIC,NONE,BOARDING,BOYS
3005,COAST,KILIFI,MAGARINI,PPFD,4119105,MAPIMO GIRLS,C3,PUBLIC,NONE,BOARDING,GIRLS
3006,COAST,KILIFI,MAGARINI,JGE2,4119201,MARAFA BOYS,C3,PUBLIC,NONE,BOARDING,BOYS
3007,COAST,KILIFI,MAGARINI,M3VA,4119106,MARERENI,C4,PUBLIC,NONE,DAY,MIXED
3008,COAST,KILIFI,MAGARINI,DEML,4119113,MJANAHERI,C4,PUBLIC,NONE,DAY,MIXED
3009,COAST,KILIFI,MAGARINI,ZEZ9,4119216,MSUMARINI INTEGRATED,C4,PUBLIC,NONE,DAY,MIXED
3010,COAST,KILIFI,MAGARINI,DHU3,4119108,NGOMENI SEC SCH,C4,PUBLIC,NONE,DAY,MIXED
3011,COAST,KILIFI,MAGARINI,XPS3,4119206,RAMADA,C4,PUBLIC,NONE,DAY,MIXED
3012,COAST,KILIFI,MAGARINI,9SZX,4119207,SHOMELA,C4,PUBLIC,NONE,DAY,MIXED
3013,COAST,KILIFI,MAGARINI,P2EZ,4119204,SHUJAA MEKATILILI SEC SCHOOL,C4,PUBLIC,NONE,DAY,MIXED
3014,COAST,KILIFI,MAGARINI,9TZW,4119215,WAKALA GIRLS,C4,PUBLIC,NONE,BOARDING,GIRLS
3015,COAST,KILIFI,MAGARINI,ZZGV,4119209,WARESA,C4,PUBLIC,NONE,DAY,MIXED
3016,COAST,KILIFI,MAGARINI,8PMM,4119208,WATALA,C4,PUBLIC,NONE,DAY,MIXED
3017,COAST,KILIFI,MALINDI,MX9C,4107153,ACK BISHOP KALU MIXED DAY,C4,PUBLIC,NONE,DAY,MIXED
3018,COAST,KILIFI,MALINDI,7DJL,4107116,ACK CANON MWERI MEMORIAL,C4,PUBLIC,NONE,DAY,MIXED
3019,COAST,KILIFI,MALINDI,DE9X,4107104,BARANI,C4,PUBLIC,NONE,DAY,MIXED
3020,COAST,KILIFI,MALINDI,Y37T,4107154,BISHOP BALDACCHINO,C4,PUBLIC,NONE,DAY,MIXED
3021,COAST,KILIFI,MALINDI,FWV9,4107142,CHAKAMA,C4,PUBLIC,NONE,DAY,MIXED
3022,COAST,KILIFI,MALINDI,MMKA,4107120,F B TUVA MEMORIAL,C4,PUBLIC,NONE,DAY,MIXED
3023,COAST,KILIFI,MALINDI,UDC4,4107132,GANDA,C4,PUBLIC,NONE,DAY,MIXED
3024,COAST,KILIFI,MALINDI,Q94J,4107102,GEDE BOYS SECONDARY SCHOOL,C3,PUBLIC,NONE,BOARDING,BOYS
3025,COAST,KILIFI,MALINDI,A6BB,4107164,GEDE MIXED SECONDARY SCHOOL,C4,PUBLIC,NONE,DAY,MIXED
3026,COAST,KILIFI,MALINDI,EYLZ,4107103,JILORE HIGH,C4,PUBLIC,NONE,DAY,MIXED
3027,COAST,KILIFI,MALINDI,JXKX,4107143,JIMBA GEDE,C4,PUBLIC,NONE,DAY,MIXED
3028,COAST,KILIFI,MALINDI,RCEV,4107107,KAKONENI GIRLS,C2,PUBLIC,NONE,BOARDING,GIRLS
3029,COAST,KILIFI,MALINDI,ZGMD,4107108,KAKUYUNI BOYS,C3,PUBLIC,NONE,BOARDING,BOYS
3030,COAST,KILIFI,MALINDI,8JUJ,4107122,KIBOKONI,C4,PUBLIC,NONE,DAY,MIXED
3031,COAST,KILIFI,MALINDI,22ZE,4107131,KIJIWETANGA,C4,PUBLIC,NONE,DAY,MIXED
3032,COAST,KILIFI,MALINDI,JRA2,4107124,LANGOBAYA,C4,PUBLIC,NONE,DAY,MIXED
3033,COAST,KILIFI,MALINDI,R8GX,4107151,MADUNGUNI,C4,PUBLIC,NONE,DAY,MIXED
3034,COAST,KILIFI,MALINDI,4FC4,4107145,MAJIVUNI,C4,PUBLIC,NONE,DAY,MIXED
3035,COAST,KILIFI,MALINDI,3Y3N,4107101,MALINDI HIGH,C1,PUBLIC,NONE,DAY,MIXED
3036,COAST,KILIFI,MALINDI,FAM9,4107152,MAZIWANI,C4,PUBLIC,NONE,DAY,MIXED
3037,COAST,KILIFI,MALINDI,LHWX,4107129,MBARAKACHEMBE,C4,PUBLIC,NONE,DAY,MIXED
3038,COAST,KILIFI,MALINDI,3595,4107121,MEKATILILI MEMORIAL,C4,PUBLIC,NONE,DAY,MIXED
3039,COAST,KILIFI,MALINDI,BQ8U,4107127,MENYHART,C4,PUBLIC,NONE,DAY,MIXED
3040,COAST,KILIFI,MALINDI,ZPMZ,4107134,MIDA,C4,PUBLIC,NONE,DAY,MIXED
3041,COAST,KILIFI,MALINDI,Y8QY,4107149,MKONDONI,C4,PUBLIC,NONE,DAY,MIXED
3042,COAST,KILIFI,MALINDI,GG9S,4107150,MONGOTINI,C4,PUBLIC,NONE,DAY,MIXED
3043,COAST,KILIFI,MALINDI,AH25,4107128,MUYEYE,C4,PUBLIC,NONE,DAY,MIXED
3044,COAST,KILIFI,MALINDI,T2AT,4107105,NGALA MEMORIAL GIRLS',C2,PUBLIC,NONE,BOARDING,GIRLS
3045,COAST,KILIFI,MALINDI,TXCE,4107148,SABAKI,C4,PUBLIC,NONE,DAY,MIXED
3046,COAST,KILIFI,MALINDI,HBZM,4107160,SHOMANI,C4,PUBLIC,NONE,DAY,MIXED
3047,COAST,KILIFI,MALINDI,DUGJ,4107155,SOSOBORA,C4,PUBLIC,NONE,DAY,MIXED
3048,COAST,KILIFI,MALINDI,V9HB,4107162,WATAMU,C4,PUBLIC,NONE,DAY,MIXED
3074,CENTRAL,KIRINYAGA,KIRINYAGA CENTRAL,R7CL,9203433,GITWE MIXED DAY SECONDARY SCHOOL,C4,PUBLIC,NONE,DAY,MIXED
3087,CENTRAL,KIRINYAGA,KIRINYAGA CENTRAL,FEBL,9203432,KIARUGU MIXED DAY SECONDARY,C4,PUBLIC,NONE,DAY,MIXED
3089,CENTRAL,KIRINYAGA,KIRINYAGA CENTRAL,NUFF,9203438,KIRIMUNGE MIXED DAY SECONDARY SCHOOL,C4,PUBLIC,NONE,DAY,MIXED
3094,CENTRAL,KIRINYAGA,KIRINYAGA CENTRAL,JZJB,9203411,MUTUMA TRINITY SECONDARY SCHOOL,C4,PUBLIC,NONE,DAY,MIXED
3095,CENTRAL,KIRINYAGA,KIRINYAGA CENTRAL,D72F,9203404,NGARU GIRLS SECONDARY SCHOOL,C2,PUBLIC,NONE,BOARDING,GIRLS
3102,CENTRAL,KIRINYAGA,KIRINYAGA CENTRAL,LKGY,9203426,ST. FRANCIS WAIGIRI SECONDARY SCHOOL.,C4,PUBLIC,NONE,DAY,MIXED
3103,CENTRAL,KIRINYAGA,KIRINYAGA CENTRAL,K58Z,9203412,ST. JAMES KIARITHA SECONDARY SCHOOL,C4,PUBLIC,NONE,DAY,MIXED
3267,NYANZA,KISII,KENYENYA,GGQ3,40727109,EBEREGE SECONDARY SCHOOL,C4,PUBLIC,NONE,DAY,MIXED
3268,NYANZA,KISII,KENYENYA,4UT3,40727203,EMESA A.I.C SECONDARY SCHOOL,C4,PUBLIC,NONE,DAY,MIXED
3269,NYANZA,KISII,KENYENYA,6E6T,40727111,ENDERETI MIXED SECONDARY SCHOOL,C4,PUBLIC,NONE,DAY,MIXED
3270,NYANZA,KISII,KENYENYA,N7YK,40727130,GEKONGO DEB SECONDARY SCHOOL,C4,PUBLIC,NONE,DAY,MIXED
3271,NYANZA,KISII,KENYENYA,9PKU,40727209,GESABAKWA S.D.A SECONDARY SCHOOL,C4,PUBLIC,NONE,DAY,MIXED
3272,NYANZA,KISII,KENYENYA,QADY,40727128,IBENCHO SECONDARY SCHOOL,C4,PUBLIC,NONE,DAY,MIXED
3273,NYANZA,KISII,KENYENYA,YQWV,40727201,IGORERA SECONDARY SCHOOL,C4,PUBLIC,NONE,DAY,MIXED
3274,NYANZA,KISII,KENYENYA,ABD4,40727210,IYENGA SECONDARY SCHOOL,C4,PUBLIC,NONE,DAY,MIXED
3275,NYANZA,KISII,KENYENYA,YETC,40727119,KEBABE S.D.A SECONDARY SCHOOL,C4,PUBLIC,NONE,DAY,MIXED
3276,NYANZA,KISII,KENYENYA,2NNP,40727103,KENYENYA MIXED SECONDARY SCHOOL,C4,PUBLIC,NONE,DAY,MIXED
3277,NYANZA,KISII,KENYENYA,U7D3,40727121,KENYORO PAG MIXED SECONDARY SCHOOL,C4,PUBLIC,NONE,DAY,MIXED
3278,NYANZA,KISII,KENYENYA,NC8S,40727106,KERONGORORI MIXED SECONDARY SCHOOL,C3,PUBLIC,NONE,DAY,MIXED
3279,NYANZA,KISII,KENYENYA,F584,40727211,MAGENA GIRL'S SECONDARY SCHOOL,C3,PUBLIC,NONE,DAY,MIXED
3280,NYANZA,KISII,KENYENYA,BEB8,40727202,MAGENA SECONDARY SCHOOL,C3,PUBLIC,NONE,DAY,MIXED
3281,NYANZA,KISII,KENYENYA,BLW2,40727212,MAGENGE SDA MIXED SECONDARY SCHOOL,C4,PUBLIC,NONE,DAY,MIXED
3282,NYANZA,KISII,KENYENYA,8SBE,40727112,MAIGA SECONDARY SCHOOL,C4,PUBLIC,NONE,DAY,MIXED
3283,NYANZA,KISII,KENYENYA,YXTV,40727129,MESABAKWA SECONDARY SCHOOL,C4,PUBLIC,NONE,DAY,MIXED
3284,NYANZA,KISII,KENYENYA,23UA,40727126,MOBIRONA P.A.G MIXED SECONDARY SCHOOL,C4,PUBLIC,NONE,DAY,MIXED
3285,NYANZA,KISII,KENYENYA,E67X,40727135,MOCHORWA SDA SECONDARY SCHOOL,C4,PUBLIC,NONE,DAY,MIXED
3286,NYANZA,KISII,KENYENYA,EM5L,40727102,MOKOMONI SECONDARY SCHOOL,C4,PUBLIC,NONE,DAY,MIXED
3287,NYANZA,KISII,KENYENYA,25ZJ,40727105,MOKUBO SECONDARY SCHOOL,C3,PUBLIC,NONE,DAY,MIXED
3288,NYANZA,KISII,KENYENYA,WCCM,40727208,MOSENSEMA MIXED SECONDARY SCHOOL,C4,PUBLIC,NONE,DAY,MIXED
3289,NYANZA,KISII,KENYENYA,J5LW,40727116,MOTEIRIBE SECONDARY SCHOOL,C3,PUBLIC,NONE,DAY,MIXED
3290,NYANZA,KISII,KENYENYA,Z7PU,40727114,NYABINYINYI SECONDARY SCHOOL,C4,PUBLIC,NONE,DAY,MIXED
3291,NYANZA,KISII,KENYENYA,KTNQ,40727107,NYABIORE SECONDARY SCHOOL,C3,PUBLIC,NONE,DAY,MIXED
3292,NYANZA,KISII,KENYENYA,7BYR,40727120,NYAIBATE C.O.G SECONDARY SCHOOL,C4,PUBLIC,NONE,DAY,MIXED
3293,NYANZA,KISII,KENYENYA,DAJW,40727127,NYAKOIBA SECONDARY SCHOOL,C3,PUBLIC,NONE,DAY,MIXED
3294,NYANZA,KISII,KENYENYA,EJ3L,40727108,NYAKORERE MIXED SDA SECONDARY SCHOOL,C4,PUBLIC,NONE,DAY,MIXED
3295,NYANZA,KISII,KENYENYA,JXDQ,40727204,NYAMESOCHO SECONDARY SCHOOL,C3,PUBLIC,NONE,DAY,MIXED
3296,NYANZA,KISII,KENYENYA,AQ8B,40727131,NYAMIOBO MIXED SECONDARY SCHOOL,C4,PUBLIC,NONE,DAY,MIXED
3297,NYANZA,KISII,KENYENYA,AK6A,40727125,NYANGETI D.E.B MIXED SECONDARY SCHOOL,C4,PUBLIC,NONE,DAY,MIXED
3298,NYANZA,KISII,KENYENYA,6P8W,40727122,OMOBERA SDA GIRLS SECONDARY SCHOOL,C3,PUBLIC,NONE,BOARDING,GIRLS
3299,NYANZA,KISII,KENYENYA,GPWU,40727115,RANDANI C.O.G MIXED SECONDARY SCHOOL,C4,PUBLIC,NONE,DAY,MIXED
3300,NYANZA,KISII,KENYENYA,DXVV,40727206,RIANYANCHABERA SECONDARY SCHOOL,C4,PUBLIC,NONE,DAY,MIXED
3301,NYANZA,KISII,KENYENYA,EZ4P,40727101,RIOKINDO HIGH SCHOOL,C1,PUBLIC,NONE,BOARDING,MIXED
3302,NYANZA,KISII,KENYENYA,HF9R,40727104,RIOKINDO GIRLS HIGH SCHOOL,C3,PUBLIC,NONE,BOARDING,GIRLS
3303,NYANZA,KISII,KENYENYA,M46E,40727207,RITEMBU MIXED SECONDARY SCHOOL,C4,PUBLIC,NONE,DAY,MIXED
3304,NYANZA,KISII,KENYENYA,AR5L,40727113,RIYABU E.L.C.K SECONDARY SCHOOL,C4,PUBLIC,NONE,DAY,MIXED
3305,NYANZA,KISII,KENYENYA,RWMB,40727110,SENGERA S.D.A MIXED SECONDARY SCHOOL,C4,PUBLIC,NONE,DAY,MIXED
3306,NYANZA,KISII,KENYENYA,ZDQJ,40727133,ST AUGUSTINE MAGENCHE SECONDARY SCHOOL,C4,PUBLIC,NONE,DAY,MIXED
3307,NYANZA,KISII,KENYENYA,DPKG,40727205,ST JOHN'S ICHUNI SECONDARY SCHOOL,C4,PUBLIC,NONE,DAY,MIXED
3308,NYANZA,KISII,KENYENYA,N88K,40727134,ST JOSEPH'S ETONO MIXED SECONDARY SCHOOL,C4,PUBLIC,NONE,DAY,MIXED
3309,NYANZA,KISII,KENYENYA,VQ8V,40727123,ST PETERS KEBERESI SECONDARY SCHOOL,C4,PUBLIC,NONE,DAY,MIXED
3310,NYANZA,KISII,KENYENYA,J88P,40727117,ST. FRANCIS METEMBE SECONDARY SCHOOL,C4,PUBLIC,NONE,DAY,MIXED
3311,NYANZA,KISII,KENYENYA,LC4H,40727132,ST.EDWARD NYABIOTO SECONDARY SCHOOL,C3,PUBLIC,NONE,DAY,MIXED
3384,NYANZA,KISII,KITUTU CENTRAL,Z3EX,40745123,BOGEKA P.A.G SECONDARY SCHOOL,C4,PUBLIC,NONE,DAY,MIXED
3385,NYANZA,KISII,KITUTU CENTRAL,UGGS,40745101,CARDINAL OTUNGA HIGH SCHOOL-MOSOCHO,C2,PUBLIC,NONE,BOARDING,MIXED
3386,NYANZA,KISII,KITUTU CENTRAL,VGM7,40745125,DARAJA MBILI MIXED SECONDARY SCHOOL,C4,PUBLIC,NONE,DAY,MIXED
3387,NYANZA,KISII,KITUTU CENTRAL,LSFZ,40745126,GETEMBE SECONDARY SCHOOL,C4,PUBLIC,NONE,DAY,MIXED
3388,NYANZA,KISII,KITUTU CENTRAL,SERR,40745114,KIOGO SDA SECONDARY SCHOOL,C4,PUBLIC,NONE,DAY,MIXED
3389,NYANZA,KISII,KITUTU CENTRAL,UTEF,40745108,MATIEKO MIXED SECONDARY SCHOOL,C4,PUBLIC,NONE,DAY,MIXED
3390,NYANZA,KISII,KITUTU CENTRAL,C45H,40700003,NYABURURU GIRLS,C1,PUBLIC,NONE,BOARDING,GIRLS
3391,NYANZA,KISII,KITUTU CENTRAL,VEZX,40745111,NYAGISAI SECONDARY SCHOOL,C4,PUBLIC,NONE,DAY,MIXED
3392,NYANZA,KISII,KITUTU CENTRAL,GT27,40745110,NYAKEOGIRO SECONDARY SCHOOL,C4,PUBLIC,NONE,DAY,MIXED
3393,NYANZA,KISII,KITUTU CENTRAL,BU7K,40745121,NYAMATUTA MIXED SECONDARY SCHOOL,C4,PUBLIC,NONE,DAY,MIXED
3394,NYANZA,KISII,KITUTU CENTRAL,KCV7,40745103,NYATIEKO MIXED SECONDARY SCHOOL,C3,PUBLIC,NONE,DAY,MIXED
3395,NYANZA,KISII,KITUTU CENTRAL,UDVS,40745112,ONG’ICHA SECONDARY SCHOOL,C4,PUBLIC,NONE,DAY,MIXED
3396,NYANZA,KISII,KITUTU CENTRAL,ZQ99,40745118,QUEEN OF APOSTLES SECONDARY SCHOOL,C4,PUBLIC,NONE,DAY,MIXED
3397,NYANZA,KISII,KITUTU CENTRAL,MP9G,40745105,RAGANGA SECONDARY SCHOOL,C4,PUBLIC,NONE,DAY,MIXED
3398,NYANZA,KISII,KITUTU CENTRAL,Z9PH,40745117,RIOTERO SDA SECONDARY SCHOOL,C4,PUBLIC,NONE,DAY,MIXED
3399,NYANZA,KISII,KITUTU CENTRAL,UBFS,40745109,ST. AMBROSE NYAORE SECONDARY SCHOOL,C4,PUBLIC,NONE,DAY,MIXED
3400,NYANZA,KISII,KITUTU CENTRAL,JBFW,40745115,ST. CATHERINE IRANDA,C4,PUBLIC,NONE,DAY,MIXED
3401,NYANZA,KISII,KITUTU CENTRAL,B3ZR,40745102,ST. CLARE KIOGE GIRLS,C3,PUBLIC,NONE,BOARDING,GIRLS
3402,NYANZA,KISII,KITUTU CENTRAL,8NQZ,40745107,ST. LUKE'S KANUNDA SECONDARY SCHOOL,C4,PUBLIC,NONE,DAY,MIXED
3403,NYANZA,KISII,KITUTU CENTRAL,PEVC,40745106,ST. PATRICK'S MOSOCHO SECONDARY SCHOOL,C4,PUBLIC,NONE,DAY,MIXED
3404,NYANZA,KISII,KITUTU CENTRAL,9R9M,40745122,ST. RAPHAEL KEORE DOK SECONDARY SCHOOL,C4,PUBLIC,NONE,DAY,MIXED
3405,NYANZA,KISII,KITUTU CENTRAL,TWYD,40745124,ST.LAWRENCE KIONG'ONGI SECONDARY SCHOOL,C4,PUBLIC,NONE,DAY,MIXED
3406,NYANZA,KISII,MARANI,EYA4,40723110,ENGOTO PAG SECONDARY SCHOOL,C4,PUBLIC,NONE,DAY,MIXED
3407,NYANZA,KISII,MARANI,94PU,40723206,ENTANDA SECONDARY SCHOOL,C4,PUBLIC,NONE,DAY,MIXED
3408,NYANZA,KISII,MARANI,BV5C,40723107,ERAMBA MIXED SECONDARY SCHOOL,C4,PUBLIC,NONE,DAY,MIXED
3409,NYANZA,KISII,MARANI,HZPL,40723205,GAMBA SDA MIXED SECONDARY SCHOOL,C4,PUBLIC,NONE,DAY,MIXED
3410,NYANZA,KISII,MARANI,VDQW,40723108,GETURI MIXED SECONDARY SCHOOL,C4,PUBLIC,NONE,DAY,MIXED
3411,NYANZA,KISII,MARANI,QKPB,40723201,ITIBO BOYS HIGH SCHOOL,C2,PUBLIC,NONE,BOARDING,BOYS
3412,NYANZA,KISII,MARANI,9NYV,40723203,ITIBO GIRLS SECONDARY SCHOOL,C2,PUBLIC,NONE,BOARDING,GIRLS
3413,NYANZA,KISII,MARANI,9S32,40723202,KENYORO SECONDARY SCHOOL,C4,PUBLIC,NONE,DAY,MIXED
3414,NYANZA,KISII,MARANI,3NXJ,40723109,KIARENI ELCK SECONDARY SCHOOL,C4,PUBLIC,NONE,DAY,MIXED
3415,NYANZA,KISII,MARANI,F5Q2,40723216,MANYANSI DOK MIXED SECONDARY SCHOOL,C4,PUBLIC,NONE,DAY,MIXED
3416,NYANZA,KISII,MARANI,BKW4,40723115,MASAKWE PAG SECONDARY SCHOOL,C4,PUBLIC,NONE,DAY,MIXED
3417,NYANZA,KISII,MARANI,Q9B6,40723214,MESARIA SECONDARY SCHOOL,C4,PUBLIC,NONE,DAY,MIXED
3418,NYANZA,KISII,MARANI,FVAC,40723212,MOSOCHO PAG MIXED SECONDARY SCHOOL,C4,PUBLIC,NONE,DAY,MIXED
3419,NYANZA,KISII,MARANI,QSBU,40723112,NYABWOROBA SECONDARY SCHOOL,C4,PUBLIC,NONE,DAY,MIXED
3420,NYANZA,KISII,MARANI,AZVL,40723104,NYAGESENDA SECONDARY SCHOOL,C4,PUBLIC,NONE,DAY,MIXED
3421,NYANZA,KISII,MARANI,5ULK,40723113,NYAGONYI ELCK SECONDARY SCHOOL,C4,PUBLIC,NONE,DAY,MIXED
3422,NYANZA,KISII,MARANI,U4BV,40723116,NYAGOTO SECONDARY SCHOOL,C4,PUBLIC,NONE,DAY,MIXED
3423,NYANZA,KISII,MARANI,476W,40723102,NYAKEIRI SECONDARY SCHOOL,C3,PUBLIC,NONE,DAY,MIXED
3424,NYANZA,KISII,MARANI,43M6,40723211,NYAKEYO COG SECONDARY SCHOOL,C4,PUBLIC,NONE,DAY,MIXED
3425,NYANZA,KISII,MARANI,PLL2,40723114,NYAKOME FRIENDS SECONDARY SCHOOL,C4,PUBLIC,NONE,DAY,MIXED
3426,NYANZA,KISII,MARANI,CTFG,40723208,NYAKOORA SECONDARY SCHOOL,C4,PUBLIC,NONE,DAY,MIXED
3427,NYANZA,KISII,MARANI,VTCA,40723213,NYANSAKIA PAG SECONDARY SCHOOL,C4,PUBLIC,NONE,DAY,MIXED
3428,NYANZA,KISII,MARANI,D49F,40723103,NYASORE SECONDARY SCHOOL,C4,PUBLIC,NONE,DAY,MIXED
3429,NYANZA,KISII,MARANI,DQRB,40723106,RIOMA SECONDARY SCHOOL,C4,PUBLIC,NONE,DAY,MIXED
3430,NYANZA,KISII,MARANI,ZCAM,40723105,SENSI MIXED SECONDARY SCHOOL,C4,PUBLIC,NONE,DAY,MIXED
3431,NYANZA,KISII,MARANI,YG4A,40723204,ST. JOHN'S METEMBE SECONDARY SCHOOL,C4,PUBLIC,NONE,DAY,MIXED
3432,NYANZA,KISII,MARANI,GSWA,40723210,ST. JORAM ASANYO SECONDARY SCHOOL,C4,PUBLIC,NONE,DAY,MIXED
3433,NYANZA,KISII,MARANI,NZ8N,40723207,ST. PAUL'S NYANKANDA SECONDARY SCHOOL,C4,PUBLIC,NONE,DAY,MIXED
3434,NYANZA,KISII,MARANI,E4VW,40723217,ST.MARY'S NGENYI GIRLS SECONDARY SCHOOL,C4,PUBLIC,NONE,BOARDING,GIRLS
3435,NYANZA,KISII,MARANI,FYBN,40723101,ST.MONICA MARANI GIRLS SECONDARY SCHOOL,C3,PUBLIC,NONE,BOARDING,GIRLS
3436,NYANZA,KISII,MARANI,766Q,40723209,TAMBACHA COG SECONDARY SCHOOL,C4,PUBLIC,NONE,DAY,MIXED
3437,NYANZA,KISII,NYAMACHE,5729,40732101,BORANGI P.A.G SECONDARY SCHOOL,C4,PUBLIC,NONE,DAY,MIXED
3438,NYANZA,KISII,NYAMACHE,DEY8,40732208,BORANGI S.D.A SECONDARY,C4,PUBLIC,NONE,DAY,MIXED
3439,NYANZA,KISII,NYAMACHE,PHRW,40732125,EBIGOGO SECONDARY SCHOOL,C4,PUBLIC,NONE,DAY,MIXED
3440,NYANZA,KISII,NYAMACHE,SKMG,40732214,EBIOSI P.A.G MIXED SECONDARY SCHOOL,C4,PUBLIC,NONE,DAY,MIXED
3441,NYANZA,KISII,NYAMACHE,C68V,40732109,EMENWA SECONDARY SCHOOL,C4,PUBLIC,NONE,DAY,MIXED
3442,NYANZA,KISII,NYAMACHE,NZ5F,40732219,ENCHORO PEFA SECONDARY SCHOOL,C4,PUBLIC,NONE,DAY,MIXED
3443,NYANZA,KISII,NYAMACHE,JV25,40732211,GETAI SDA MIXED SECONDARY SCHOOL,C4,PUBLIC,NONE,DAY,MIXED
3444,NYANZA,KISII,NYAMACHE,8ZUE,40732105,GIONSERI SECONDARY SCHOOL,C3,PUBLIC,NONE,DAY,MIXED
3445,NYANZA,KISII,NYAMACHE,DXYE,40732110,IGOMA MIXED SECONDARY SCHOOL,C4,PUBLIC,NONE,DAY,MIXED
3446,NYANZA,KISII,NYAMACHE,BCDG,40732108,IKENYE SECONDARY SCHOOL,C4,PUBLIC,NONE,DAY,MIXED
3447,NYANZA,KISII,NYAMACHE,NXNS,40732218,ISENA MISSION GIRLS SECONDARY SCHOOL,C3,PUBLIC,NONE,BOARDING,GIRLS
3448,NYANZA,KISII,NYAMACHE,8HW4,40732202,ISENA P.A.G SECONDARY SCHOOL,C4,PUBLIC,NONE,DAY,MIXED
3449,NYANZA,KISII,NYAMACHE,HJM6,40732123,ITUMBE DOK SECONDARY SCHOOL,C4,PUBLIC,NONE,DAY,MIXED
3450,NYANZA,KISII,NYAMACHE,BNUD,40732107,KEGOCHI PAG SECONDARY SCHOOL,C4,PUBLIC,NONE,DAY,MIXED
3451,NYANZA,KISII,NYAMACHE,BKPT,40732111,KIOBEGI SECONDARY SCHOOL,C4,PUBLIC,NONE,DAY,MIXED
3452,NYANZA,KISII,NYAMACHE,GMPS,40732210,KIONDUSO P.A.G. SECONDARY SCHOOL,C4,PUBLIC,NONE,DAY,MIXED
3453,NYANZA,KISII,NYAMACHE,Q968,40732102,MAJI MAZURI SECONDARY SCHOOL,C4,PUBLIC,NONE,DAY,MIXED
3454,NYANZA,KISII,NYAMACHE,F9KA,40732204,MOCHENGO P.A.G SECONDARY SCHOOL,C4,PUBLIC,NONE,DAY,MIXED
3455,NYANZA,KISII,NYAMACHE,YK9Q,40732212,MOGONGA P.A.G SECONDARY SCHOOL,C4,PUBLIC,NONE,DAY,MIXED
3456,NYANZA,KISII,NYAMACHE,DD83,40732118,MOSORA SDA SECONDARY SCHOOL,C4,PUBLIC,NONE,DAY,MIXED
3457,NYANZA,KISII,NYAMACHE,ZXMP,40732201,NAIKURU P.A.G SECONDARY SCHOOL,C4,PUBLIC,NONE,DAY,MIXED
3458,NYANZA,KISII,NYAMACHE,EQ5Q,40732222,NYABIOSI S.D.A MIXED SECONDARY SCHOOL,C4,PUBLIC,NONE,DAY,MIXED
3459,NYANZA,KISII,NYAMACHE,4L54,40732120,NYABISASE MIXED SECONDARY SCHOOL,C2,PUBLIC,NONE,DAY,MIXED
3460,NYANZA,KISII,NYAMACHE,FF83,40732130,NYABISIA DEB MIXED SECONDARY SCHOOL,C4,PUBLIC,NONE,DAY,MIXED
3461,NYANZA,KISII,NYAMACHE,DNSG,40732112,NYABITE A.C SECONDARY SCHOOL,C4,PUBLIC,NONE,DAY,MIXED
3462,NYANZA,KISII,NYAMACHE,AV3Z,40732117,NYABITE DOK SECONDARY SCHOOL,C4,PUBLIC,NONE,DAY,MIXED
3463,NYANZA,KISII,NYAMACHE,EPPA,40732220,NYABOTERERE MIXED SECONDARY SCHOOL,C4,PUBLIC,NONE,DAY,MIXED
3464,NYANZA,KISII,NYAMACHE,YD8R,40732124,NYACHOGOCHOGO AIC SECONDARY SCHOOL,C4,PUBLIC,NONE,DAY,MIXED
3465,NYANZA,KISII,NYAMACHE,F52Y,40732114,NYAMACHE SECONDARY SCHOOL,C2,PUBLIC,NONE,DAY,MIXED
3466,NYANZA,KISII,NYAMACHE,CNUJ,40732209,NYAMAKOROBO F.A.M SECONDARY SCHOOL,C4,PUBLIC,NONE,DAY,MIXED
3467,NYANZA,KISII,NYAMACHE,ZZD2,40732216,NYAMUYA ELCK SECONDARY SCHOOL,C4,PUBLIC,NONE,DAY,MIXED
3468,NYANZA,KISII,NYAMACHE,5E6V,40732205,NYANGUSU MIXED SECONDARY SCHOOL,C4,PUBLIC,NONE,DAY,MIXED
3469,NYANZA,KISII,NYAMACHE,5HVK,40732104,NYOERA SECONDARY SCHOOL,C4,PUBLIC,NONE,DAY,MIXED
3470,NYANZA,KISII,NYAMACHE,D7GH,40732129,RIAMBASE DEB SECONDARY SCHOOL,C2,PUBLIC,NONE,DAY,MIXED
3471,NYANZA,KISII,NYAMACHE,B8NB,40732207,RIGENA P.A.G SECONDARY SCHOOL,C4,PUBLIC,NONE,DAY,MIXED
3472,NYANZA,KISII,NYAMACHE,ADR3,40732116,ROGONGO DEB MIXED SECONDARY SCHOOL,C4,PUBLIC,NONE,DAY,MIXED
3473,NYANZA,KISII,NYAMACHE,JEBY,40732221,SIMITI SDA,C4,PUBLIC,NONE,DAY,MIXED
3474,NYANZA,KISII,NYAMACHE,L6RS,40732113,ST CHARLES KABEO SECONDARY SCHOOL,C4,PUBLIC,NONE,DAY,MIXED
