Serial_No,School_Code,School_Name,Category,Type,Cluster
374,33562101,MOGOTIO HIGH SCHOOL,Extra County,Girls,C1
375,33562201,EMINING SECONDARY SCHOOL,Extra County,Boys,C1
376,34518102,SING'ORE GIRLS SECONDARY SCHOOL,Extra County,Girls,C1
377,34518401,TAMBACH BOYS HIGH SCHOOL,Extra County,Boys,C1
378,34520101,CHEBARA SECONDARY SCHOOL,Extra County,Boys,C1
379,34559201,KAPKENDA GIRLS' HIGH SCHOOL,Extra County,Girls,C1
380,34559208,OUR LADY OF GLORY-KAPTAGAT GIRLS HIGH SCHOOL,Extra County,Girls,C1
381,34559502,METKEI SECONDARY SCHOOL,Extra County,Girls,C1
382,35601202,ST. STEPHENS LWANYA GIRLS SECONDARY,Extra County,Girls,C1
383,35606101,S.A. KOLANYA BOYS HIGH SCHOOL,Extra County,Boys,C1
384,35609104,SIGALAME HIGH SCHOOL,Extra County,Boys,C1
385,35609105,ST. CECILIA NANGINA GIRLS HIGH SCHOOL,Extra County,Girls,C1
386,35629101,NAMBALE SECONDARY SCHOOL,Extra County,Boys,C1
387,36602101,BUNGOMA HIGH SCHOOL,Extra County,Boys,C1
388,36602102,KIBABII HIGH SCHOOL,Extra County,Boys,C1
390,36612201,TEREMI BOYS HIGH SCHOOL,Extra County,Boys,C1
391,36613105,ST.CECILIA GIRLS MISIKHU,Extra County,Girls,C1
392,36621101,CHESAMISI BOYS HIGH SCHOOL,Extra County,Boys,C1
393,36621108,"MOI GIRLS HIGH SCHOOL, KAMUSINGA",Extra County,Girls,C1
394,36621110,ST. LUKE'S BOYS' HIGH SCHOOL KIMILILI,Extra County,Boys,C1
395,37607201,ARCHBISHOP NJENGA GIRLS' HIGH SCHOOL,Extra County,Girls,C1
396,37608003,BUTERE BOYS HIGH SCHOOL,Extra County,Boys,C1
397,37615001,MUSINGU BOYS HIGH SCHOOL,Extra County,Boys,C1
398,37615004,MUSOLI GIRLS HIGH SCHOOL,Extra County,Girls,C1
399,37615009,SHIKUNGA SECONDARY SCHOOL,Extra County,Mixed,C1
400,37616007,"THE SACRED HEART GIRLS, MUKUMU",Extra County,Girls,C1
401,37617210,ST. MARY'S MUMIAS GIRLS HIGH SCHOOL,Extra County,Girls,C1
402,37617211,ST. PETER'S MUMIAS BOYS' HIGH SCHOOL,Extra County,Boys,C1
403,37624002,KIVAYWA SECONDARY SCHOOL,Extra County,Boys,C1
404,37625106,MWIHILA HIGH SCHOOL,Extra County,Boys,C1
405,37627112,ST. MATHIAS KHOLERA BOYS SECONDARY SCHOOL,Extra County,Boys,C1
406,37631302,ST JOHN THE BAPTIST LIKUYANI SECONDARY SCHOOL,Extra County,Boys,C1
407,37632101,CHEBUYUSI BOYS HIGH SCHOOL,Extra County,Boys,C1
408,37634307,LUBINU SECONDARY SCHOOL,Extra County,Boys,C1
409,38604101,VIHIGA FRIENDS HIGH SCHOOL,Extra County,Boys,C1
410,38604109,ST. CLARE'S MARAGOLI GIRLS,Extra County,Girls,C1
411,38618201,EMUSIRE HIGH SCHOOL,Extra County,Boys,C1
412,38619102,NYANG'ORI BOYS HIGH SCHOOL,Extra County,Boys,C1
413,38619201,FRIENDS SCHOOL KAIMOSI GIRLS,Extra County,Girls,C1
414,38622102,MOI GIRLS' SECONDARY SCHOOL-VOKOLI,Extra County,Girls,C1
415,38622202,FRIENDS SCHOOL - MBALE,Extra County,Boys,C1
416,38622203,FRIENDS SCHOOL KEVEYE GIRLS,Extra County,Girls,C1
418,39733212,NYABONDO HIGH SCHOOL,Extra County,Boys,C1
419,39733213,NYAKACH GIRLS' HIGH SCHOOL,Extra County,Girls,C1
420,39733216,SIGOTI COMPLEX GIRLS SECONDARY SCHOOL,Extra County,Girls,C1
421,39733307,THURDIBUORO MIXED SECONDARY SCHOOL,Extra County,Mixed,C1
422,39734401,ACHEGO GIRLS SECONDARY SCHOOL,Extra County,Girls,C1
423,39734402,KORU GIRLS SECONDARY SCHOOL,Extra County,Girls,C1
424,39737022,CHULAIMBO SECONDARY SCHOOL,Extra County,Boys,C1
425,39741005,KISUMU BOYS HIGH SCHOOL,Extra County,Boys,C1
426,40703103,KERERI GIRLS HIGH SCHOOL,Extra County,Girls,C1
427,40703118,NYANCHWA GIRLS SECONDARY SCHOOL,Extra County,Girls,C1
428,40716103,ST.PAUL'S IGONGA SECONDARY SCHOOL,Extra County,Boys,C1
429,40727101,RIOKINDO HIGH SCHOOL,Extra County,Boys,C1
430,40735101,MOI GESUSU HIGH SCHOOL,Extra County,Boys,C1
431,40735201,ST. CHARLES LWANGA ICHUNI GIRLS HIGH SCHOOL,Extra County,Girls,C1
432,40745101,CARDINAL OTUNGA HIGH SCHOOL-MOSOCHO,Extra County,Boys,C1
433,41704001,HOMA BAY HIGH SCHOOL,Extra County,Boys,C1
434,41704003,OGANDE GIRLS' HIGH SCHOOL,Extra County,Girls,C1
435,41709101,MOI GIRLS' SECONDARY SCHOOL - SINDO,Extra County,Girls,C1
436,41709201,TONGA BOYS SECONDARY SCHOOL,Extra County,Boys,C1
437,41709203,ST.GABRIEL'S GWASSI GIRLS SECONDARY SCHOOL,Extra County,Girls,C1
438,41710301,AGORO SARE HIGH SCHOOL,Extra County,Boys,C1
439,41724002,RATANG'A SECONDARY SCHOOL,Extra County,Boys,C1
440,41731303,ORIWO BOYS HIGH SCHOOL,Extra County,Boys,C1
441,41742105,ORERO BOYS SECONDARY SCHOOL,Extra County,Boys,C1
442,41743103,BISHOP LINUS OKOK GIRLS' SECONDARY SCHOOL,Extra County,Girls,C1
443,41743203,DUDI GIRLS SECONDARY SCHOOL,Extra County,Girls,C1
444,41743205,OUR LADY OF MERCY RINGA BOYS SECONDARY SCHOOL,Extra County,Boys,C1
446,42705202,BARDING SECONDARY SCHOOL,Extra County,Boys,C1
447,42712102,NYAMIRA GIRLS SECONDARY SCHOOL,Extra County,Girls,C1
448,42712301,USENGE HIGH SCHOOL,Extra County,Boys,C1
449,42721101,CHIANDA HIGH SCHOOL,Extra County,Boys,C1
450,42721201,ST. MARY'S LWAK GIRLS' SCHOOL,Extra County,Girls,C1
451,42721202,RAMBA SECONDARY SCHOOL,Extra County,Boys,C1
452,42726101,"ST. MARY'S SCHOOL, YALA",Extra County,Boys,C1
453,42726107,SAWAGONGO HIGH SCHOOL,Extra County,Boys,C1
454,42738101,ST. FRANCIS RANGA'LA GIRLS SECONDARY SCHOOL,Extra County,Girls,C1
455,42738102,AMBIRA HIGH SCHOOL,Extra County,Boys,C1
456,43706109,NYAMIRA BOYS HIGH SCHOOL,Extra County,Boys,C1
457,43706110,GESIAGA SECONDARY SCHOOL,Extra County,Mixed,C1
458,43706115,KEBIRIGO HIGH SCHOOL,Extra County,Boys,C1
459,43706117,ST. PETER'S NYAKEMINCHA SECONDARY SCHOOL,Extra County,Mixed,C1
460,43720107,MENYENYA S.D.A HIGH SCHOOL,Extra County,Mixed,C1
461,43720113,ST. PAUL'S NYANDOCHE SECONDARY SCHOOL,Extra County,Girls,C1
462,43722101,ST PAUL'S GEKANO BOYS HIGH SCHOOL,Extra County,Boys,C1
463,43722107,NYAIKURO HIGH SCHOOL,Extra County,Mixed,C1
464,44707102,MIGORI SECONDARY SCHOOL,Extra County,Boys,C1
465,44707105,KADIKA GIRLS' SECONDARY SCHOOL,Extra County,Girls,C1
466,44707106,NYABISAWA GIRLS SECONDARY SCHOOL,Extra County,Girls,C1
467,44707108,ANJEGO MIXED SECONDARY SCHOOL,Extra County,Mixed,C1
468,44708101,TARANG'ANYA BOYS HIGH SCHOOL,Extra County,Boys,C1
469,44717101,KANYAWANGA SECONDARY SCHOOL,Extra County,Boys,C1
470,44717102,KODEROBARA SECONDARY SCHOOL,Extra County,Boys,C1
471,44729104,SORI SECONDARY SCHOOL,Extra County,Boys,C1
472,44736101,ST JOSEPH'S RAPOGI SECONDARY SCHOOL,Extra County,Boys,C1
474,44739104,"ST. ALBERT'S GIRLS HIGH SCHOOL, ULANDA",Extra County,Girls,C1
475,44748016,ISIBANIA BOYS SECONDARY SCHOOL,Extra County,Boys,C1
477,01113101,ELDORO GIRLS HIGH SCHOOL,Extra County,Girls,C2
478,01113102,TIMBILA SECONDARY SCHOOL,Extra County,Boys,C2
479,01113104,BISHOP JOHN NJENGA SECONDARY SCHOOL,Extra County,Mixed,C2
480,01113105,MAHOO GIRLS' SECONDARY SCHOOL,Extra County,Girls,C2
481,01115201,MWAKITAWA SECONDARY SCHOOL,Extra County,Girls,C2
482,02105104,WAA HIGH SCHOOL,Extra County,Boys,C2
483,02105108,WAA GIRLS SECONDARY SCHOOL,Extra County,Girls,C2
484,02105501,SHIMBA HILLS SECONDARY SCHOOL,Extra County,Mixed,C2
485,02109101,KINANGO SECONDARY SCHOOL,Extra County,Boys,C2
486,04107105,NGALA MEMORIAL GIRLS' SECONDARY SCHOOL,Extra County,Girls,C2
487,04111102,ST JOHNS GIRLS SECONDARY SCHOOL,Extra County,Girls,C2
488,04116201,GODOMA SECONDARY SCHOOL,Extra County,Mixed,C2
489,04116302,SOKOKE SECONDARY SCHOOL,Extra County,Boys,C2
490,05103102,MAU MAU MEMORIAL GIRLS SECONDARY SCHOOL,Extra County,Girls,C2
491,07216103,MAGUMU HIGH SCHOOL,Extra County,Boys,C2
492,07225101,NYAKIAMBI GIRLS SECONDARY SCHOOL,Extra County,Girls,C2
493,08219102,MUKURWEINI BOYS' HIGH SCHOOL,Extra County,Boys,C2
494,08220201,ENDARASHA HIGH SCHOOL,Extra County,Boys,C2
495,08221201,DEDAN KIMATHI MEMORIAL HIGH SCHOOL,Extra County,Boys,C2
496,10208301,NGINDA GIRL'S SECONDARY SCHOOL,Extra County,Girls,C2
497,10226202,GITURU SECONDARY SCHOOL,Extra County,Mixed,C2
498,10227101,KIGUMO BENDERA HIGH SCHOOL,Extra County,Boys,C2
499,10238102,KIROGO SECONDARY SCHOOL,Extra County,Boys,C2
500,12301704,MUA HILLS SECONDARY SCHOOL,Extra County,Girls,C2
502,12363103,NYAYO A.I.C GIRLS SECONDARY SCHOOL,Extra County,Girls,C2
503,12363111,KITONYINI HIGH SCHOOL,Extra County,Mixed,C2
504,13302107,ST URSULA GIRLS' SECONDARY SCHOOL-TUNGUTU,Extra County,Girls,C2
505,13310103,YAMBYU GIRLS SECONDARY SCHOOL,Extra County,Girls,C2
506,13310201,WAITA SECONDARY SCHOOL,Extra County,Mixed,C2
507,13331204,KATHEKA BOYS' SECONDARY SCHOOL,Extra County,Boys,C2
508,13332102,A.I.C SOMBE GIRLS SECONDARY SCHOOL,Extra County,Girls,C2
509,13338202,ST. TERESA'S UKASI GIRLS' SECONDARY SCHOOL,Extra County,Girls,C2
510,13339101,A I C KYOME BOYS SECONDARY SCHOOL,Extra County,Boys,C2
511,13339103,A I C KYOME GIRLS SECONDARY SCHOOL,Extra County,Girls,C2
512,13339105,NZAUNI SECONDARY SCHOOL,Extra County,Mixed,C2
513,13339106,ITOLONI GIRLS SECONDARY SCHOOL,Extra County,Girls,C2
514,13339108,MUSUANI SECONDARY SCHOOL,Extra County,Mixed,C2
515,13339201,NGUUTANI SECONDARY SCHOOL,Extra County,Boys,C2
516,13339301,NZELUNI GIRLS SECONDARY SCHOOL,Extra County,Girls,C2
517,13357102,IKUTHA GIRLS SECONDARY SCHOOL,Extra County,Girls,C2
518,13365101,MUTITO BOYS SECONDARY SCHOOL,Extra County,Boys,C2
519,13365102,ST. MARY'S MUTITO GIRLS SECONDARY SCHOOL,Extra County,Girls,C2
520,13366101,GANKANGA SECONDARY SCHOOL,Extra County,Mixed,C2
521,14312104,GANGARA SECONDARY SCHOOL,Extra County,Mixed,C2
522,14312105,KIAMBERE SCHOOL COMPLEX,Extra County,Mixed,C2
523,14312301,KANYUAMBORA SECONDARY SCHOOL,Extra County,Boys,C2
524,14333202,KEGONGE BOYS HIGH SCHOOL,Extra County,Boys,C2
525,14355112,KAVUTIRI BOYS SECONDARY SCHOOL,Extra County,Boys,C2
526,15304106,GIKUMENE GIRLS ' SECONDARY SCHOOL,Extra County,Girls,C2
527,15309201,MAUA GIRLS SECONDARY SCHOOL,Extra County,Girls,C2
528,15318104,KIRIGARA GIRLS SECONDARY SCHOOL,Extra County,Girls,C2
530,15319201,KANYAKINE HIGH SCHOOL,Extra County,Boys,C2
531,15319310,GIKURUNE GIRLS SECONDARY SCHOOL,Extra County,Girls,C2
532,15327101,MIATHENE BOYS HIGH SCHOOL,Extra County,Boys,C2
533,15362102,KANGETA GIRLS' SECONDARY SCHOOL,Extra County,Girls,C2
534,15364204,RUIRI GIRLS SECONDARY SCHOOL,Extra County,Girls,C2
535,15364301,KIBIRICHIA BOYS SECONDARY SCHOOL,Extra County,Boys,C2
536,15364302,KIBIRICHIA GIRLS SECONDARY SCHOOL,Extra County,Girls,C2
537,16305101,MARSABIT BOYS HIGH SCHOOL,Extra County,Boys,C2
538,16305202,SASURA GIRLS' SECONDARY SCHOOL,Extra County,Girls,C2
539,17306101,ISIOLO BOYS SECONDARY SCHOOL,Extra County,Boys,C2
540,17322201,KINNA SECONDARY SCHOOL,Extra County,Mixed,C2
541,18335201,ST. MARTIN KATHONZWENI SCHOOL,Extra County,Boys,C2
542,19308308,IKAWA SECONDARY SCHOOL,Extra County,Mixed,C2
543,19308502,MUKUUNI HIGH SCHOOL,Extra County,Boys,C2
544,19308505,MAGUMONI GIRLS SECONDARY SCHOOL,Extra County,Girls,C2
545,19326102,MUTHAMBI BOYS SECONDARY SCHOOL,Extra County,Boys,C2
546,19326103,KIINI SECONDARY SCHOOL,Extra County,Mixed,C2
547,19326203,KIRIANI BOYS HIGH SCHOOL,Extra County,Boys,C2
548,19326204,CHIEF MBOGORI GIRLS SECONDARY SCHOOL,Extra County,Girls,C2
549,19326206,IGWANJAU SECONDARY SCHOOL,Extra County,Mixed,C2
550,19326207,IRUMA GIRLS SECONDARY SCHOOL,Extra County,Girls,C2
551,19326211,MAKURI GIRLS SECONDARY SCHOOL,Extra County,Girls,C2
552,20401002,HIGHWAY SECONDARY SCHOOL,Extra County,Boys,C2
553,20401020,ST ANNE'S GIRLS' SECONDARY SCHOOL,Extra County,Girls,C2
554,20403001,JAMHURI HIGH SCHOOL,Extra County,Boys,C2
555,20405001,DAGORETTI HIGH SCHOOL,Extra County,Boys,C2
556,20406009,HOSPITAL HILL HIGH SCHOOL,Extra County,Boys,C2
558,21549102,OUR LADY'S GIRLS SECONDARY KAKUMA,Extra County,Girls,C2
559,22526102,WAMBA BOYS SECONDARY SCHOOL,Extra County,Boys,C2
560,22527101,NYIRO BOYS SECONDARY SCHOOL,Extra County,Boys,C2
561,22527202,BARAGOI GIRLS SECONDARY SCHOOL,Extra County,Girls,C2
562,23528108,FRIENDS BWAKE BOYS SCHOOL,Extra County,Boys,C2
563,23529118,KWANZA GIRLS HIGH SCHOOL,Extra County,Girls,C2
564,23572102,ST.PAULS KITUM HIGH SCHOOL,Extra County,Boys,C2
565,24504102,CHEPKORNISWO BOYS' SECONDARY SCHOOL,Extra County,Boys,C2
566,24504201,ORTUM SECONDARY SCHOOL,Extra County,Boys,C2
567,24530201,ST. COMBONI AMAKURIAT SECONDARY SCHOOL,Extra County,Boys,C2
568,24531101,WEIWEI SECONDARY SCHOOL,Extra County,Boys,C2
569,25533103,KAPLONG BOYS HIGH SCHOOL,Extra County,Boys,C2
570,25533106,CHEBILAT SECONDARY SCHOOL,Extra County,Boys,C2
571,25563105,BOITO SECONDARY SCHOOL,Extra County,Boys,C2
572,26509117,SUGOI GIRLS SECONDARY SCHOOL,Extra County,Girls,C2
573,26534114,KIPKABUS SECONDARY SCHOOL,Extra County,Boys,C2
574,26535111,NGERIA SECONDARY SCHOOL,Extra County,Girls,C2
575,26576109,KIPSANGUI SECONDARY SCHOOL,Extra County,Boys,C2
576,26577124,MOIBEN HIGH SCHOOL,Extra County,Boys,C2
577,26578007,ST CATHERINE GIRLS SECONDARY SCHOOL KESSES,Extra County,Girls,C2
578,26578008,ACK ST. LUKES CHEPTIRET SCHOOL,Extra County,Boys,C2
579,26578009,KAPKOIGA GIRLS SECONDARY SCHOOL,Extra County,Girls,C2
580,27537319,ENAIPOSHA GIRLS HIGH SCHOOL,Extra County,Girls,C2
581,27538101,MICHINDA SECONDARY SCHOOL,Extra County,Boys,C2
582,27552002,SOLAI BOYS' SECONDARY SCHOOL,Extra County,Boys,C2
583,27552018,AIC MOROP GIRLS' SECONDARY SCHOOL,Extra County,Girls,C2
584,27552032,KIROBON GIRLS SECONDARY SCHOOL,Extra County,Girls,C2
586,27564108,LARMUDIAC SECONDARY SCHOOL,Extra County,Mixed,C2
587,28512104,KERICHO TEA SECONDARY SCHOOL,Extra County,Boys,C2
588,28522512,KORONGOI GIRLS' SECONDARY,Extra County,Girls,C2
589,28522515,CHELILIS GIRLS SECONDARY SCHOOL,Extra County,Girls,C2
590,28553102,CHEPTENYE SECONDARY SCHOOL,Extra County,Boys,C2
591,28575203,SOLIAT BOYS' SECONDARY SCHOOL,Extra County,Boys,C2
592,28575204,MOI KIPSITET GIRLS SECONDARY SCHOOL,Extra County,Girls,C2
593,29513105,KIPSIGAK HIGH SCHOOL,Extra County,Boys,C2
594,29513305,KILIBWONI HIGH SCHOOL,Extra County,Boys,C2
595,29523103,SEREM SECONDARY SCHOOL,Extra County,Boys,C2
596,29523301,ACK ST. MARK'S KAPTUMO BOYS HIGH SCHOOL.,Extra County,Boys,C2
597,29523308,KAPKOLEI GIRLS SECONDARY SCHOOL,Extra County,Girls,C2
598,29540102,CHEPTIL SECONDARY SCHOOL,Extra County,Mixed,C2
599,29540205,NDALAT GAA GIRLS' SECONDARY SCHOOL,Extra County,Girls,C2
600,30543101,DOLDOL SECONDARY SCHOOL,Extra County,Boys,C2
601,30555101,TIGITHI SECONDARY SCHOOL,Extra County,Boys,C2
602,30556201,MWENJE MIXED SECONDARY SCHOOL,Extra County,Mixed,C2
603,31573101,BARAKA OONTOYIE SECONDARY SCHOOL,Extra County,Girls,C2
604,32516101,NAROK HIGH SCHOOL,Extra County,Boys,C2
605,32519103,KILGORIS GIRLS SECONDARY SCHOOL,Extra County,Girls,C2
606,32546401,OLOLULUNG'A SECONDARY SCHOOL,Extra County,Boys,C2
607,33517101,TENGES SECONDARY SCHOOL,Extra County,Boys,C2
608,33517203,KITURO HIGH SCHOOL,Extra County,Mixed,C2
609,33517205,PEMWAI GIRLS' SECONDARY SCHOOL,Extra County,Girls,C2
610,33521102,KABIMOI HIGH SCHOOL,Extra County,Boys,C2
611,33521105,SOLIAN GIRLS HIGH SCHOOL,Extra County,Girls,C2
612,33521109,TONIOK SECONDARY SCHOOL,Extra County,Girls,C2
614,33547201,BARTOLIMO SECONDARY SCHOOL,Extra County,Boys,C2
615,33547202,RUTH KIPTUI GIRLS HIGH SCHOOL-KASOK,Extra County,Girls,C2
616,33558101,MARIGAT SECONDARY SCHOOL,Extra County,Boys,C2
617,34518104,KIPSOEN SECONDARY SCHOOL,Extra County,Boys,C2
618,34518402,AIC GIRLS SECONDARY SCHOOL KESSUP,Extra County,Girls,C2
619,34520102,ST. PETER'S MARAKWET BOYS SECONDARY SCHOOL,Extra County,Boys,C2
620,34520103,YEMIT BOYS HIGH SCHOOL,Extra County,Boys,C2
621,34520104,SANTA MARIA GIRLS SECONDARY SCHOOL,Extra County,Girls,C2
622,34559501,SIMOTWO SECONDARY SCHOOL,Extra County,Boys,C2
623,34561301,SAMBIRIR GIRLS SECONDARY SCHOOL,Extra County,Girls,C2
624,35620101,ST. PAUL'S AMUKURA HIGH SCHOOL,Extra County,Boys,C2
625,35620201,ST MONICA CHAKOL GIRLS' HIGH SCHOOL,Extra County,Girls,C2
626,35629102,KISOKO GIRLS SECONDARY SCHOOL,Extra County,Girls,C2
627,36605101,KAPSOKWONY HIGH SCHOOL,Extra County,Boys,C2
628,36605103,KIBUK GIRLS HIGH SCHOOL,Extra County,Girls,C2
629,36626101,CHWELE GIRLS HIGH SCHOOL,Extra County,Girls,C2
630,36628101,KHASOKO HIGH SCHOOL,Extra County,Boys,C2
631,37607203,LUGARI SECONDARY SCHOOL,Extra County,Boys,C2
632,37614102,MALAVA BOYS HIGH SCHOOL,Extra County,Boys,C2
633,37615003,EREGI GIRLS HIGH SCHOOL,Extra County,Girls,C2
634,37616006,ST.IGNATIUS MUKUMU BOYS HIGH SCHOOL,Extra County,Boys,C2
635,37627109,MARY SEAT OF WISDOM BULIMBO GIRLS SECONDARY SCHOOL,Extra County,Girls,C2
636,37631401,MOI GIRLS' SECONDARY SCHOOL-NANGILI,Extra County,Girls,C2
637,37632304,INGOTSE HIGH SCHOOL,Extra County,Boys,C2
638,38604102,MUDAVADI GIRLS HIGH SCHOOL,Extra County,Girls,C2
639,38619101,GOIBEI GIRLS HIGH SCHOOL,Extra County,Girls,C2
640,38619204,ST. PAULS ERUSUI GIRLS HIGH SCHOOL,Extra County,Girls,C2
642,38633210,EBUSAKAMI GIRLS SECONDARY SCHOOL,Extra County,Girls,C2
643,39713001,AHERO GIRLS SECONDARY SCHOOL,Extra County,Girls,C2
644,39713021,OTIENO OYOO SECONDARY SCHOOL,Extra County,Boys,C2
645,39714101,NGERE HIGH SCHOOL,Extra County,Boys,C2
646,39714106,ST. BARNABAS GIRLS' SECONDARY SCHOOL,Extra County,Girls,C2
647,39733108,ACK RAE GIRLS HIGH SCHOOL,Extra County,Girls,C2
648,39737025,SINYOLO GIRLS SECONDARY SCHOOL,Extra County,Girls,C2
649,40703102,NYANCHWA BOYS HIGH SCHOOL,Extra County,Boys,C2
650,40703403,NYAMAGWA SDA SECONDARY SCHOOL,Extra County,Mixed,C2
651,40711101,ST.ANGELA SENGERA GIRLS SECONDARY SCHOOL,Extra County,Girls,C2
652,40716101,E L C K ITIERIO BOYS HIGH SCHOOL,Extra County,Boys,C2
653,40716102,SUNEKA SECONDARY SCHOOL,Extra County,Girls,C2
654,40716118,E L C K ITIERIO GIRLS SECONDARY SCHOOL,Extra County,Girls,C2
655,40719301,TABAKA SECONDARY SCHOOL,Extra County,Boys,C2
656,40723201,ITIBO BOYS HIGH SCHOOL,Extra County,Boys,C2
657,40723203,ITIBO GIRLS SECONDARY SCHOOL,Extra County,Girls,C2
658,40732206,ST. THERESA'S NYANGUSU GIRLS SECONDARY SCHOOL,Extra County,Girls,C2
659,40740101,ST.JOHNS NYAMAGWA BOYS,Extra County,Boys,C2
660,40740102,SAMETA HIGH SCHOOL,Extra County,Boys,C2
661,40740104,ST. MARY'S NYAMAGWA GIRLS SECONDARY SCHOOL,Extra County,Girls,C2
662,41724101,MIROGI BOYS' HIGH SCHOOL,Extra County,Boys,C2
663,41724102,MIROGI GIRLS SECONDARY SCHOOL,Extra County,Girls,C2
664,41730102,TOM MBOYA SECONDARY SCHOOL,Extra County,Boys,C2
665,41731002,MAWEGO SECONDARY SCHOOL,Extra County,Girls,C2
666,41731101,GENDIA SECONDARY SCHOOL,Extra County,Boys,C2
667,41743101,WANG'APALA SECONDARY SCHOOL,Extra County,Boys,C2
668,42725102,SEGA GIRLS SECONDARY SCHOOL,Extra County,Girls,C2
670,42726202,ALUOR GIRLS SECONDARY SCHOOL,Extra County,Girls,C2
671,43706101,NYANSABAKWA SECONDARY SCHOOL,Extra County,Boys,C2
672,43706107,MARINDI SECONDARY SCHOOL,Extra County,Mixed,C2
673,43715105,ST. CYPRIAN BITICHA SECONDARY SCHOOL,Extra County,Mixed,C2
674,43720106,NYANSIONGO HIGH SCHOOL,Extra County,Boys,C2
675,43720111,MWONGORI SECONDARY SCHOOL,Extra County,Mixed,C2
676,43722104,TOMBE GIRLS HIGH SCHOOL,Extra County,Girls,C2
677,43728105,KEBABE GIRLS SECONDARY SCHOOL,Extra County,Girls,C2
678,43728120,NYAMIRANGA SECONDARY SCHOOL,Extra County,Mixed,C2
679,44708102,IKEREGE MIXED SECONDARY SCHOOL,Extra County,Mixed,C2
680,44717107,OYUGI OGANGO GIRLS' SECONDARY SCHOOL,Extra County,Girls,C2
681,44717108,KANGESO SECONDARY SCHOOL,Extra County,Boys,C2
682,44729106,BANDE GIRLS SECONDARY SCHOOL,Extra County,Girls,C2
683,44736201,BWARE SECONDARY SCHOOL,Extra County,Mixed,C2
684,44739201,ST. MARY GORRETY'S DEDE GIRLS SECONDARY SCHOOL,Extra County,Girls,C2
685,44744102,MOI SUBA GIRLS SECONDARY SCHOOL,Extra County,Girls,C2
686,44748004,ST MARY'S MABERA GIRLS SECONDARY SCHOOL,Extra County,Girls,C2
687,44748015,ST. ANGELA MERICI ISIBANIA GIRLS' SECONDARY SCHOOL,Extra County,Girls,C2
688,46808101,GRIFTU SECONDARY SCHOOL,Extra County,Boys,C2
690,01114211,KITUMA SECONDARY SCHOOL,Extra County,Boys,C3
691,01115106,OUR LADY OF PERPETUAL SUCCOUR GIRLS SECONDARY SCHO,Extra County,Girls,C3
692,01115301,MOI BOYS HIGH SCHOOL - KASIGAU,Extra County,Boys,C3
693,02110201,MSAMBWENI SECONDARY SCHOOL,Extra County,Boys,C3
694,02110210,KINGWEDE GIRLS SECONDARY SCHOOL,Extra County,Girls,C3
695,02123304,FRANZ JOSEF SECONDARY SCHOOL,Extra County,Girls,C3
696,04107107,KAKONENI GIRLS SECONDARY SCHOOL,Extra County,Girls,C3
698,04122102,DR. KRAPF MEMORIAL SECONDARY SCHOOL,Extra County,Boys,C3
699,05103103,WENJE SECONDARY SCHOOL,Extra County,Mixed,C3
700,05112201,TARASAA HIGH SCHOOL,Extra County,Boys,C3
701,05112203,KIPINI SECONDARY SCHOOL,Extra County,Mixed,C3
702,05117101,HIRIMANI SECONDARY SCHOOL,Extra County,Mixed,C3
703,05117201,MADOGO SECONDARY SCHOOL,Extra County,Mixed,C3
704,07201101,NDARAGWA GIRLS,Extra County,Girls,C3
705,07201102,LESHAU BOYS SECONDARY SCHOOL,Extra County,Boys,C3
706,07209102,MAGOMANO SECONDARY SCHOOL,Extra County,Girls,C3
707,07214102,ST. PAULS AMANI BOYS HIGH SCHOOL,Extra County,Boys,C3
708,08202010,MURUGURU SECONDARY SCHOOL,Extra County,Girls,C3
709,08210101,ST.TERESA MOI EQUATOR GIRLS' SECONDARY SCHOOL,Extra County,Girls,C3
710,08210102,NAROMORU BOYS SECONDARY SCHOOL,Extra County,Boys,C3
711,08237010,BIRITHIA SECONDARY SCHOOL,Extra County,Girls,C3
712,09203404,NGARU GIRLS SECONDARY SCHOOL,Extra County,Girls,C3
713,09222104,MUGUMO GIRLS' SECONDARY SCHOOL,Extra County,Girls,C3
714,09222202,ST MARYS KARUMANDI SECONDARY SCHOOL,Extra County,Boys,C3
715,09223103,KIBURU SECONDARY SCHOOL,Extra County,Boys,C3
716,09223105,KIARAGANA GIRLS SECONDARY SCHOOL,Extra County,Girls,C3
717,09239105,ST. MARY'S MWEA GIRLS SECONDARY SCHOOL,Extra County,Girls,C3
718,10208101,MAKUYU SECONDARY SCHOOL,Extra County,Boys,C3
719,10208210,MAKUYU GIRLS SECONDARY SCHOOL,Extra County,Girls,C3
720,10208307,ICHAGAKI BOYS HIGH SCHOOL,Extra County,Boys,C3
721,10226232,ST. CHARLES LWANGA SECONDARY SCHOOL - KARIMAMWARO,Extra County,Mixed,C3
722,10229202,NYAGATUGU SECONDARY SCHOOL,Extra County,Boys,C3
723,10229205,KIBUTHA GIRLS SECONDARY SCHOOL,Extra County,Girls,C3
724,10238104,KIANDERI GIRLS SECONDARY SCHOOL,Extra County,Girls,C3
726,11232102,ST JOSEPH HIGH SCHOOL,Extra County,Boys,C3
727,11232201,GITHIGA HIGH SCHOOL,Extra County,Boys,C3
728,11240107,MUTHURWA SECONDARY SCHOOL,Extra County,Girls,C3
729,12314101,MASII BOYS HIGH SCHOOL,Extra County,Boys,C3
